BRANCH,year,month,circulation_num
Portage-Cragin,2021,APRIL,3430
"Whitney M. Young, Jr.",2021,APRIL,611
Greater Grand Crossing,2021,APRIL,398
Auto-Renewals,2021,APRIL,672808
Scottsdale,2021,APRIL,1091
Altgeld,2021,APRIL,173
West Lawn,2021,APRIL,1243
Back of the Yards,2021,APRIL,1006
Rogers Park,2021,APRIL,6489
Garfield Ridge,2021,APRIL,2500
King,2021,APRIL,900
Water Works,2021,APRIL,0
"Daley, Richard M.- W Humboldt",2021,APRIL,1499
Humboldt Park,2021,APRIL,2867
Sulzer Regional Library,2021,APRIL,23702
Blackstone,2021,APRIL,6582
North Austin,2021,APRIL,523
West Town,2021,APRIL,3508
Budlong Woods,2021,APRIL,5800
Lincoln Park,2021,APRIL,9269
West Englewood,2021,APRIL,318
Archer Heights,2021,APRIL,1791
Hegewisch,2021,APRIL,960
Independence,2021,APRIL,5474
Lozano,2021,APRIL,1829
South Shore,2021,APRIL,902
Chinatown,2021,APRIL,3597
Douglass,2021,APRIL,318
Logan Square,2021,APRIL,8373
Roden,2021,APRIL,3523
Galewood-Mont Clare,2021,APRIL,0
West Belmont,2021,APRIL,2727
Bucktown-Wicker Park,2021,APRIL,7504
North Pulaski,2021,APRIL,720
McKinley Park,2021,APRIL,2222
Downloadable Media,2021,APRIL,191216
West Pullman,2021,APRIL,539
Beverly,2021,APRIL,2782
Legler Regional,2021,APRIL,420
Toman,2021,APRIL,1766
Austin,2021,APRIL,549
Wrightwood-Ashburn,2021,APRIL,486
Jefferson Park,2021,APRIL,4174
Mayfair,2021,APRIL,2457
South Chicago,2021,APRIL,605
Clearing,2021,APRIL,1517
Merlo,2021,APRIL,8022
Uptown,2021,APRIL,5047
Chicago Lawn,2021,APRIL,1184
Harold Washington Library Center,2021,APRIL,21220
Brighton Park,2021,APRIL,1471
West Chicago Avenue,2021,APRIL,111
Little Village,2021,APRIL,1157
Lincoln Belmont,2021,APRIL,10740
Gage Park,2021,APRIL,0
Northtown,2021,APRIL,8881
Dunning,2021,APRIL,3092
Bezazian,2021,APRIL,5055
West Loop,2021,APRIL,3830
Pullman,2021,APRIL,302
Patron Initiated renewals (automated phone),2021,APRIL,831
Jeffery Manor,2021,APRIL,260
Hall,2021,APRIL,469
Mount Greenwood,2021,APRIL,3392
Coleman,2021,APRIL,657
Austin-Irving,2021,APRIL,4717
Woodson Regional Library,2021,APRIL,2071
Thurgood Marshall,2021,APRIL,633
Chicago Bee,2021,APRIL,610
Vodak-East Side,2021,APRIL,1497
Sherman Park,2021,APRIL,140
Patron Initiated renewals (online),2021,APRIL,29174
West Chicago Avenue,2022,APRIL,283
"Whitney M. Young, Jr.",2022,APRIL,651
Downloadable Media,2022,APRIL,207739
Woodson Regional Library,2022,APRIL,2429
Beverly,2022,APRIL,0
Archer Heights,2022,APRIL,2690
Manning,2022,APRIL,924
Blackstone,2022,APRIL,7355
Portage-Cragin,2022,APRIL,3581
West Belmont,2022,APRIL,2979
Avalon,2022,APRIL,1457
Edgewater,2022,APRIL,10747
South Shore,2022,APRIL,953
Legler Regional,2022,APRIL,392
Hall,2022,APRIL,600
Back of the Yards,2022,APRIL,1244
Vodak-East Side,2022,APRIL,1465
Mayfair,2022,APRIL,2450
Auto-Renewals,2022,APRIL,504009
Dunning,2022,APRIL,3378
West Pullman,2022,APRIL,817
Jefferson Park,2022,APRIL,5447
Sherman Park,2022,APRIL,235
Altgeld,2022,APRIL,289
North Austin,2022,APRIL,537
Little Village,2022,APRIL,1730
Near North,2022,APRIL,0
Water Works,2022,APRIL,3719
Uptown,2022,APRIL,4648
Patron Initiated renewals (automated phone),2022,APRIL,615
Bucktown-Wicker Park,2022,APRIL,8530
Jeffery Manor,2022,APRIL,401
Albany Park,2022,APRIL,5671
West Englewood,2022,APRIL,525
Northtown,2022,APRIL,8586
West Lawn,2022,APRIL,2033
King,2022,APRIL,964
"Daley, Richard M.- W Humboldt",2022,APRIL,1306
Lozano,2022,APRIL,2248
Merlo,2022,APRIL,8889
Little Italy,2022,APRIL,3953
Canaryville,2022,APRIL,1356
Independence,2022,APRIL,6155
Austin,2022,APRIL,644
Scottsdale,2022,APRIL,1465
Lincoln Belmont,2022,APRIL,8660
Walker,2022,APRIL,2123
North Pulaski,2022,APRIL,1243
Logan Square,2022,APRIL,9720
Austin-Irving,2022,APRIL,5604
Pullman,2022,APRIL,325
Wrightwood-Ashburn,2022,APRIL,1114
Budlong Woods,2022,APRIL,5991
Chicago Lawn,2022,APRIL,1682
Talking Book and Braille downloadable,2022,APRIL,2895
Coleman,2022,APRIL,919
Humboldt Park,2022,APRIL,3255
Douglass,2022,APRIL,517
Clearing,2022,APRIL,1846
Edgebrook,2022,APRIL,6602
Roden,2022,APRIL,4931
Harold Washington Library Center,2022,APRIL,23657
Oriole Park,2022,APRIL,5444
Garfield Ridge,2022,APRIL,2957
Patron Initiated renewals (online),2022,APRIL,27575
Gage Park,2022,APRIL,608
Hegewisch,2022,APRIL,973
Lincoln Park,2022,APRIL,13180
Greater Grand Crossing,2022,APRIL,608
McKinley Park,2022,APRIL,3463
"Daley, Richard J.- Bridgeport",2022,APRIL,7
West Loop,2022,APRIL,4557
Bezazian,2022,APRIL,6456
Toman,2022,APRIL,2209
Thurgood Marshall,2022,APRIL,779
Sulzer Regional Library,2022,APRIL,25578
Rogers Park,2022,APRIL,6847
Galewood-Mont Clare,2022,APRIL,0
Kelly,2022,APRIL,287
West Town,2022,APRIL,4450
Mount Greenwood,2022,APRIL,4244
Chinatown,2022,APRIL,5343
Brainerd,2022,APRIL,386
Brighton Park,2022,APRIL,1705
South Chicago,2022,APRIL,775
Chicago Bee,2022,APRIL,803
Walker,2023,APRIL,1637
Albany Park,2023,APRIL,5274
Avalon,2023,APRIL,1335
Brainerd,2023,APRIL,269
Oriole Park,2023,APRIL,4602
Little Italy,2023,APRIL,3600
Edgebrook,2023,APRIL,5944
Kelly,2023,APRIL,318
Edgewater,2023,APRIL,9451
Near North,2023,APRIL,6227
Canaryville,2023,APRIL,1003
"Daley, Richard J.- Bridgeport",2023,APRIL,3446
Manning,2023,APRIL,1200
Portage-Cragin,2023,APRIL,3784
"Whitney M. Young, Jr.",2023,APRIL,834
Greater Grand Crossing,2023,APRIL,372
Auto-Renewals,2023,APRIL,565505
Scottsdale,2023,APRIL,1151
Altgeld,2023,APRIL,145
West Lawn,2023,APRIL,2070
Back of the Yards,2023,APRIL,1134
Rogers Park,2023,APRIL,6366
Talking Book and Braille downloadable,2023,APRIL,2786
Garfield Ridge,2023,APRIL,3096
King,2023,APRIL,955
Water Works,2023,APRIL,2950
Downloadable Media,2023,APRIL,254544
"Daley, Richard M.- W Humboldt",2023,APRIL,1169
Humboldt Park,2023,APRIL,3814
Sulzer Regional Library,2023,APRIL,24938
Blackstone,2023,APRIL,6442
North Austin,2023,APRIL,541
West Town,2023,APRIL,4438
Budlong Woods,2023,APRIL,5783
Lincoln Park,2023,APRIL,10922
West Englewood,2023,APRIL,412
Archer Heights,2023,APRIL,631
Hegewisch,2023,APRIL,950
Independence,2023,APRIL,6680
Lozano,2023,APRIL,2163
South Shore,2023,APRIL,885
Chinatown,2023,APRIL,4587
Douglass,2023,APRIL,133
Logan Square,2023,APRIL,9517
Roden,2023,APRIL,4692
Galewood-Mont Clare,2023,APRIL,0
West Belmont,2023,APRIL,2826
Bucktown-Wicker Park,2023,APRIL,8221
North Pulaski,2023,APRIL,1184
McKinley Park,2023,APRIL,2742
West Pullman,2023,APRIL,846
Beverly,2023,APRIL,2895
Legler Regional,2023,APRIL,722
Toman,2023,APRIL,1922
Austin,2023,APRIL,842
Wrightwood-Ashburn,2023,APRIL,1038
Jefferson Park,2023,APRIL,4961
Mayfair,2023,APRIL,2494
South Chicago,2023,APRIL,718
Clearing,2023,APRIL,2192
Merlo,2023,APRIL,8925
Uptown,2023,APRIL,5591
Chicago Lawn,2023,APRIL,1169
Harold Washington Library Center,2023,APRIL,22060
Brighton Park,2023,APRIL,1685
West Chicago Avenue,2023,APRIL,468
Little Village,2023,APRIL,1120
Lincoln Belmont,2023,APRIL,9834
Gage Park,2023,APRIL,690
Northtown,2023,APRIL,7051
Dunning,2023,APRIL,3679
Bezazian,2023,APRIL,6116
West Loop,2023,APRIL,4502
Pullman,2023,APRIL,349
Patron Initiated renewals (automated phone),2023,APRIL,559
Jeffery Manor,2023,APRIL,449
Hall,2023,APRIL,850
Mount Greenwood,2023,APRIL,3376
Coleman,2023,APRIL,1028
Austin-Irving,2023,APRIL,4960
Woodson Regional Library,2023,APRIL,1966
Thurgood Marshall,2023,APRIL,650
Chicago Bee,2023,APRIL,753
Vodak-East Side,2023,APRIL,1879
Sherman Park,2023,APRIL,330
Patron Initiated renewals (online),2023,APRIL,26193
Albany Park,2019,MAY,7044
Altgeld,2019,MAY,320
Archer Heights,2019,MAY,4833
Austin,2019,MAY,806
Austin-Irving,2019,MAY,9763
Avalon,2019,MAY,2942
Back of the Yards,2019,MAY,1837
Beverly,2019,MAY,3769
Bezazian,2019,MAY,8319
Blackstone,2019,MAY,7609
Brainerd,2019,MAY,878
Brighton Park,2019,MAY,3650
Bucktown-Wicker Park,2019,MAY,8659
Budlong Woods,2019,MAY,7487
Canaryville,2019,MAY,1562
Chicago Bee,2019,MAY,859
Chicago Lawn,2019,MAY,2712
Chinatown,2019,MAY,8037
Clearing,2019,MAY,2800
Coleman,2019,MAY,2153
"Daley, Richard J.",2019,MAY,5332
"Daley, Richard M.",2019,MAY,2348
Douglass,2019,MAY,0
Dunning,2019,MAY,3820
Edgebrook,2019,MAY,8264
Edgewater,2019,MAY,13342
Gage Park,2019,MAY,898
Galewood-Mont Clare,2019,MAY,783
Garfield Ridge,2019,MAY,4164
Greater Grand Crossing,2019,MAY,1409
Hall,2019,MAY,1138
HAROLD WASHINGTON LIBRARY CENTER,2019,MAY,48041
Hegewisch,2019,MAY,1347
Humboldt Park,2019,MAY,4348
Independence,2019,MAY,6668
Jefferson Park,2019,MAY,0
Jeffery Manor,2019,MAY,503
Kelly,2019,MAY,906
King,2019,MAY,1598
Legler Regional,2019,MAY,1039
Lincoln Belmont,2019,MAY,13897
Lincoln Park,2019,MAY,10314
Little Italy,2019,MAY,5717
Little Village,2019,MAY,3139
Logan Square,2019,MAY,11114
Lozano,2019,MAY,2960
Manning,2019,MAY,1716
Mayfair,2019,MAY,3606
McKinley Park,2019,MAY,4593
Merlo,2019,MAY,0
Mount Greenwood,2019,MAY,4788
Near North,2019,MAY,8600
North Austin,2019,MAY,959
North Pulaski,2019,MAY,2290
Northtown,2019,MAY,9740
Oriole Park,2019,MAY,5305
Portage-Cragin,2019,MAY,0
Pullman,2019,MAY,1104
Roden,2019,MAY,5990
Rogers Park,2019,MAY,8916
Scottsdale,2019,MAY,1875
Sherman Park,2019,MAY,584
South Chicago,2019,MAY,1541
South Shore,2019,MAY,0
Sulzer Regional Library,2019,MAY,29432
Thurgood Marshall,2019,MAY,1868
Toman,2019,MAY,3687
Uptown,2019,MAY,7969
Vodak-East Side,2019,MAY,2480
Walker,2019,MAY,1451
Water Works,2019,MAY,4864
West Belmont,2019,MAY,6454
West Chicago Avenue,2019,MAY,851
West Englewood,2019,MAY,1200
West Lawn,2019,MAY,2761
West Loop,2019,MAY,4830
West Pullman,2019,MAY,1659
West Town,2019,MAY,4659
"Whitney M. Young, Jr.",2019,MAY,1879
Woodson Regional Library,2019,MAY,4683
Wrightwood-Ashburn,2019,MAY,1566
Downloadable Media,2019,MAY,150737
Online Renewals,2019,MAY,348981
Itivia Renewals,2019,MAY,3622
"Whitney M. Young, Jr.",2020,MAY,0
Auto-Renewals,2020,MAY,823205
Walker,2020,MAY,0
Albany Park,2020,MAY,0
Avalon,2020,MAY,0
Brainerd,2020,MAY,0
Oriole Park,2020,MAY,0
Little Italy,2020,MAY,0
Edgebrook,2020,MAY,2
Kelly,2020,MAY,0
Edgewater,2020,MAY,35
Near North,2020,MAY,0
Canaryville,2020,MAY,6
"Daley, Richard J.- Bridgeport",2020,MAY,0
Manning,2020,MAY,0
Portage-Cragin,2020,MAY,0
Greater Grand Crossing,2020,MAY,0
Scottsdale,2020,MAY,1
Altgeld,2020,MAY,0
West Lawn,2020,MAY,0
Back of the Yards,2020,MAY,0
Rogers Park,2020,MAY,5
Garfield Ridge,2020,MAY,0
King,2020,MAY,0
Water Works,2020,MAY,0
"Daley, Richard M.- W Humboldt",2020,MAY,0
Humboldt Park,2020,MAY,0
Sulzer Regional Library,2020,MAY,1
Blackstone,2020,MAY,0
North Austin,2020,MAY,0
West Town,2020,MAY,0
Budlong Woods,2020,MAY,0
Lincoln Park,2020,MAY,0
West Englewood,2020,MAY,0
Archer Heights,2020,MAY,0
Hegewisch,2020,MAY,0
Independence,2020,MAY,0
Lozano,2020,MAY,0
South Shore,2020,MAY,0
Chinatown,2020,MAY,5
Douglass,2020,MAY,0
Logan Square,2020,MAY,1
Roden,2020,MAY,0
Galewood-Mont Clare,2020,MAY,0
West Belmont,2020,MAY,11
Bucktown-Wicker Park,2020,MAY,0
North Pulaski,2020,MAY,0
McKinley Park,2020,MAY,0
Downloadable Media,2020,MAY,224999
West Pullman,2020,MAY,0
Beverly,2020,MAY,0
Legler Regional,2020,MAY,0
Toman,2020,MAY,0
Austin,2020,MAY,0
Wrightwood-Ashburn,2020,MAY,0
Jefferson Park,2020,MAY,2
Mayfair,2020,MAY,0
South Chicago,2020,MAY,0
Clearing,2020,MAY,0
Merlo,2020,MAY,0
Uptown,2020,MAY,0
Chicago Lawn,2020,MAY,1
Harold Washington Library Center,2020,MAY,245
Brighton Park,2020,MAY,0
West Chicago Avenue,2020,MAY,0
Little Village,2020,MAY,0
Lincoln Belmont,2020,MAY,12
Gage Park,2020,MAY,0
Northtown,2020,MAY,0
Dunning,2020,MAY,0
Bezazian,2020,MAY,0
West Loop,2020,MAY,0
Pullman,2020,MAY,0
Patron Initiated renewals (automated phone),2020,MAY,888
Jeffery Manor,2020,MAY,0
Hall,2020,MAY,0
Mount Greenwood,2020,MAY,0
Coleman,2020,MAY,0
Austin-Irving,2020,MAY,0
Woodson Regional Library,2020,MAY,10
Thurgood Marshall,2020,MAY,0
Chicago Bee,2020,MAY,0
Vodak-East Side,2020,MAY,0
Sherman Park,2020,MAY,0
Patron Initiated renewals (online),2020,MAY,9127
Walker,2021,MAY,815
Albany Park,2021,MAY,4561
Avalon,2021,MAY,1368
Brainerd,2021,MAY,85
Oriole Park,2021,MAY,4386
Little Italy,2021,MAY,3835
Edgebrook,2021,MAY,5971
Kelly,2021,MAY,274
Edgewater,2021,MAY,10898
Near North,2021,MAY,8085
Canaryville,2021,MAY,0
"Daley, Richard J.- Bridgeport",2021,MAY,3555
Manning,2021,MAY,0
Portage-Cragin,2021,MAY,3641
"Whitney M. Young, Jr.",2021,MAY,783
Greater Grand Crossing,2021,MAY,460
Auto-Renewals,2021,MAY,528412
Scottsdale,2021,MAY,975
Altgeld,2021,MAY,146
West Lawn,2021,MAY,1428
Back of the Yards,2021,MAY,943
Rogers Park,2021,MAY,5983
Garfield Ridge,2021,MAY,2628
King,2021,MAY,976
Water Works,2021,MAY,0
"Daley, Richard M.- W Humboldt",2021,MAY,1246
Humboldt Park,2021,MAY,3014
Sulzer Regional Library,2021,MAY,23039
Blackstone,2021,MAY,6980
North Austin,2021,MAY,547
West Town,2021,MAY,3787
Budlong Woods,2021,MAY,5365
Lincoln Park,2021,MAY,9727
West Englewood,2021,MAY,231
Archer Heights,2021,MAY,1842
Hegewisch,2021,MAY,948
Independence,2021,MAY,5372
Lozano,2021,MAY,2177
South Shore,2021,MAY,929
Chinatown,2021,MAY,4333
Douglass,2021,MAY,393
Logan Square,2021,MAY,8623
Roden,2021,MAY,4199
Galewood-Mont Clare,2021,MAY,0
West Belmont,2021,MAY,2518
Bucktown-Wicker Park,2021,MAY,7660
North Pulaski,2021,MAY,1020
McKinley Park,2021,MAY,2405
Downloadable Media,2021,MAY,195811
West Pullman,2021,MAY,581
Beverly,2021,MAY,2869
Legler Regional,2021,MAY,488
Toman,2021,MAY,1677
Austin,2021,MAY,565
Wrightwood-Ashburn,2021,MAY,606
Jefferson Park,2021,MAY,4175
Mayfair,2021,MAY,2364
South Chicago,2021,MAY,564
Clearing,2021,MAY,1579
Merlo,2021,MAY,8035
Uptown,2021,MAY,5163
Chicago Lawn,2021,MAY,1452
Harold Washington Library Center,2021,MAY,22635
Brighton Park,2021,MAY,1525
West Chicago Avenue,2021,MAY,161
Little Village,2021,MAY,1223
Lincoln Belmont,2021,MAY,10787
Gage Park,2021,MAY,0
Northtown,2021,MAY,9253
Dunning,2021,MAY,3034
Bezazian,2021,MAY,5312
West Loop,2021,MAY,3727
Pullman,2021,MAY,325
Patron Initiated renewals (automated phone),2021,MAY,807
Jeffery Manor,2021,MAY,41
Hall,2021,MAY,525
Mount Greenwood,2021,MAY,3230
Coleman,2021,MAY,1013
Austin-Irving,2021,MAY,5354
Woodson Regional Library,2021,MAY,1939
Thurgood Marshall,2021,MAY,638
Chicago Bee,2021,MAY,594
Vodak-East Side,2021,MAY,1259
Sherman Park,2021,MAY,174
Patron Initiated renewals (online),2021,MAY,29518
West Chicago Avenue,2022,MAY,188
"Whitney M. Young, Jr.",2022,MAY,619
Downloadable Media,2022,MAY,219205
Woodson Regional Library,2022,MAY,2264
Beverly,2022,MAY,18
Archer Heights,2022,MAY,2049
Manning,2022,MAY,1185
Blackstone,2022,MAY,6531
Portage-Cragin,2022,MAY,3264
West Belmont,2022,MAY,2403
Avalon,2022,MAY,1328
Edgewater,2022,MAY,9700
South Shore,2022,MAY,859
Legler Regional,2022,MAY,535
Hall,2022,MAY,732
Back of the Yards,2022,MAY,1048
Vodak-East Side,2022,MAY,1271
Mayfair,2022,MAY,2175
Auto-Renewals,2022,MAY,559180
Dunning,2022,MAY,3286
West Pullman,2022,MAY,641
Jefferson Park,2022,MAY,4609
Sherman Park,2022,MAY,245
Altgeld,2022,MAY,297
North Austin,2022,MAY,497
Little Village,2022,MAY,1323
Near North,2022,MAY,0
Water Works,2022,MAY,3810
Uptown,2022,MAY,0
Patron Initiated renewals (automated phone),2022,MAY,799
Bucktown-Wicker Park,2022,MAY,7528
Jeffery Manor,2022,MAY,388
Albany Park,2022,MAY,4666
West Englewood,2022,MAY,358
Northtown,2022,MAY,7833
West Lawn,2022,MAY,1592
King,2022,MAY,1032
"Daley, Richard M.- W Humboldt",2022,MAY,1282
Lozano,2022,MAY,2027
Merlo,2022,MAY,8589
Little Italy,2022,MAY,3464
Canaryville,2022,MAY,69
Independence,2022,MAY,5537
Austin,2022,MAY,524
Scottsdale,2022,MAY,1151
Lincoln Belmont,2022,MAY,9251
Walker,2022,MAY,1403
North Pulaski,2022,MAY,1033
Logan Square,2022,MAY,9007
Austin-Irving,2022,MAY,4626
Pullman,2022,MAY,265
Wrightwood-Ashburn,2022,MAY,689
Budlong Woods,2022,MAY,5265
Chicago Lawn,2022,MAY,1028
Talking Book and Braille downloadable,2022,MAY,2306
Coleman,2022,MAY,768
Humboldt Park,2022,MAY,3255
Douglass,2022,MAY,479
Clearing,2022,MAY,1575
Edgebrook,2022,MAY,5609
Roden,2022,MAY,4018
Harold Washington Library Center,2022,MAY,21229
Oriole Park,2022,MAY,4729
Garfield Ridge,2022,MAY,2629
Patron Initiated renewals (online),2022,MAY,26586
Gage Park,2022,MAY,628
Hegewisch,2022,MAY,790
Lincoln Park,2022,MAY,11754
Greater Grand Crossing,2022,MAY,629
McKinley Park,2022,MAY,3258
"Daley, Richard J.- Bridgeport",2022,MAY,1716
West Loop,2022,MAY,4200
Bezazian,2022,MAY,7310
Toman,2022,MAY,1824
Thurgood Marshall,2022,MAY,666
Sulzer Regional Library,2022,MAY,23141
Rogers Park,2022,MAY,6317
Galewood-Mont Clare,2022,MAY,0
Kelly,2022,MAY,265
West Town,2022,MAY,4199
Mount Greenwood,2022,MAY,3778
Chinatown,2022,MAY,4791
Brainerd,2022,MAY,399
Brighton Park,2022,MAY,1609
South Chicago,2022,MAY,587
Chicago Bee,2022,MAY,707
Walker,2023,MAY,1010
Albany Park,2023,MAY,4537
Avalon,2023,MAY,1115
Brainerd,2023,MAY,211
Oriole Park,2023,MAY,4337
Little Italy,2023,MAY,3329
Edgebrook,2023,MAY,5587
Kelly,2023,MAY,302
Edgewater,2023,MAY,9460
Near North,2023,MAY,6073
Canaryville,2023,MAY,890
"Daley, Richard J.- Bridgeport",2023,MAY,3175
Manning,2023,MAY,1193
Portage-Cragin,2023,MAY,3374
"Whitney M. Young, Jr.",2023,MAY,669
Greater Grand Crossing,2023,MAY,338
Auto-Renewals,2023,MAY,613405
Scottsdale,2023,MAY,1044
Altgeld,2023,MAY,153
West Lawn,2023,MAY,1865
Back of the Yards,2023,MAY,943
Rogers Park,2023,MAY,6643
Talking Book and Braille downloadable,2023,MAY,3176
Garfield Ridge,2023,MAY,2686
King,2023,MAY,911
Water Works,2023,MAY,3065
Downloadable Media,2023,MAY,266363
"Daley, Richard M.- W Humboldt",2023,MAY,939
Humboldt Park,2023,MAY,3388
Sulzer Regional Library,2023,MAY,22945
Blackstone,2023,MAY,5850
North Austin,2023,MAY,421
West Town,2023,MAY,4083
Budlong Woods,2023,MAY,5071
Lincoln Park,2023,MAY,9982
West Englewood,2023,MAY,394
Archer Heights,2023,MAY,314
Hegewisch,2023,MAY,908
Independence,2023,MAY,5764
Lozano,2023,MAY,1994
South Shore,2023,MAY,771
Chinatown,2023,MAY,3650
Douglass,2023,MAY,152
Logan Square,2023,MAY,8716
Roden,2023,MAY,4322
Galewood-Mont Clare,2023,MAY,0
West Belmont,2023,MAY,2748
Bucktown-Wicker Park,2023,MAY,7282
North Pulaski,2023,MAY,1051
McKinley Park,2023,MAY,2404
West Pullman,2023,MAY,615
Beverly,2023,MAY,2579
Legler Regional,2023,MAY,633
Toman,2023,MAY,2002
Austin,2023,MAY,563
Wrightwood-Ashburn,2023,MAY,759
Jefferson Park,2023,MAY,4430
Mayfair,2023,MAY,2556
South Chicago,2023,MAY,570
Clearing,2023,MAY,1708
Merlo,2023,MAY,8544
Uptown,2023,MAY,5606
Chicago Lawn,2023,MAY,980
Harold Washington Library Center,2023,MAY,20355
Brighton Park,2023,MAY,1557
West Chicago Avenue,2023,MAY,459
Little Village,2023,MAY,1245
Lincoln Belmont,2023,MAY,9715
Gage Park,2023,MAY,580
Northtown,2023,MAY,7535
Dunning,2023,MAY,3227
Bezazian,2023,MAY,5831
West Loop,2023,MAY,3852
Pullman,2023,MAY,427
Patron Initiated renewals (automated phone),2023,MAY,285
Jeffery Manor,2023,MAY,440
Hall,2023,MAY,594
Mount Greenwood,2023,MAY,3099
Coleman,2023,MAY,905
Austin-Irving,2023,MAY,4596
Woodson Regional Library,2023,MAY,1666
Thurgood Marshall,2023,MAY,650
Chicago Bee,2023,MAY,754
Vodak-East Side,2023,MAY,1545
Sherman Park,2023,MAY,241
Patron Initiated renewals (online),2023,MAY,28212
Albany Park,2019,JUNE,7970
Altgeld,2019,JUNE,325
Archer Heights,2019,JUNE,4627
Austin,2019,JUNE,983
Austin-Irving,2019,JUNE,11442
Avalon,2019,JUNE,3279
Back of the Yards,2019,JUNE,1772
Beverly,2019,JUNE,4180
Bezazian,2019,JUNE,7785
Blackstone,2019,JUNE,9343
Brainerd,2019,JUNE,969
Brighton Park,2019,JUNE,3524
Bucktown-Wicker Park,2019,JUNE,9859
Budlong Woods,2019,JUNE,7449
Canaryville,2019,JUNE,1646
Chicago Bee,2019,JUNE,817
Chicago Lawn,2019,JUNE,2618
Chinatown,2019,JUNE,8501
Clearing,2019,JUNE,2628
Coleman,2019,JUNE,2517
"Daley, Richard J.",2019,JUNE,5140
"Daley, Richard M.",2019,JUNE,2471
Douglass,2019,JUNE,0
Dunning,2019,JUNE,3835
Edgebrook,2019,JUNE,9335
Edgewater,2019,JUNE,14701
Gage Park,2019,JUNE,1082
Galewood-Mont Clare,2019,JUNE,826
Garfield Ridge,2019,JUNE,4622
Greater Grand Crossing,2019,JUNE,1463
Hall,2019,JUNE,1382
HAROLD WASHINGTON LIBRARY CENTER,2019,JUNE,47580
Hegewisch,2019,JUNE,1566
Humboldt Park,2019,JUNE,4526
Independence,2019,JUNE,8554
Jefferson Park,2019,JUNE,0
Jeffery Manor,2019,JUNE,649
Kelly,2019,JUNE,1070
King,2019,JUNE,1813
Legler Regional,2019,JUNE,928
Lincoln Belmont,2019,JUNE,14997
Lincoln Park,2019,JUNE,11653
Little Italy,2019,JUNE,6177
Little Village,2019,JUNE,3348
Logan Square,2019,JUNE,10870
Lozano,2019,JUNE,3189
Manning,2019,JUNE,1705
Mayfair,2019,JUNE,4006
McKinley Park,2019,JUNE,4902
Merlo,2019,JUNE,0
Mount Greenwood,2019,JUNE,5486
Near North,2019,JUNE,8953
North Austin,2019,JUNE,1030
North Pulaski,2019,JUNE,2076
Northtown,2019,JUNE,11365
Oriole Park,2019,JUNE,6012
Portage-Cragin,2019,JUNE,1265
Pullman,2019,JUNE,1155
Roden,2019,JUNE,6697
Rogers Park,2019,JUNE,9357
Scottsdale,2019,JUNE,1836
Sherman Park,2019,JUNE,483
South Chicago,2019,JUNE,1601
South Shore,2019,JUNE,0
Sulzer Regional Library,2019,JUNE,32036
Thurgood Marshall,2019,JUNE,1945
Toman,2019,JUNE,3752
Uptown,2019,JUNE,8542
Vodak-East Side,2019,JUNE,2536
Walker,2019,JUNE,1697
Water Works,2019,JUNE,4964
West Belmont,2019,JUNE,7153
West Chicago Avenue,2019,JUNE,228
West Englewood,2019,JUNE,1100
West Lawn,2019,JUNE,2807
West Loop,2019,JUNE,4879
West Pullman,2019,JUNE,1656
West Town,2019,JUNE,5366
"Whitney M. Young, Jr.",2019,JUNE,1997
Woodson Regional Library,2019,JUNE,5133
Wrightwood-Ashburn,2019,JUNE,1675
Downloadable Media,2019,JUNE,148996
Online Renewals,2019,JUNE,328378
Itivia Renewals,2019,JUNE,3280
"Whitney M. Young, Jr.",2020,JUNE,403
Auto-Renewals,2020,JUNE,747729
Walker,2020,JUNE,465
Albany Park,2020,JUNE,3130
Avalon,2020,JUNE,917
Brainerd,2020,JUNE,139
Oriole Park,2020,JUNE,2792
Little Italy,2020,JUNE,2876
Edgebrook,2020,JUNE,4591
Kelly,2020,JUNE,291
Edgewater,2020,JUNE,6613
Near North,2020,JUNE,5435
Canaryville,2020,JUNE,0
"Daley, Richard J.- Bridgeport",2020,JUNE,2480
Manning,2020,JUNE,0
Portage-Cragin,2020,JUNE,2184
Greater Grand Crossing,2020,JUNE,424
Scottsdale,2020,JUNE,658
Altgeld,2020,JUNE,0
West Lawn,2020,JUNE,897
Back of the Yards,2020,JUNE,570
Rogers Park,2020,JUNE,4386
Garfield Ridge,2020,JUNE,1749
King,2020,JUNE,135
Water Works,2020,JUNE,0
"Daley, Richard M.- W Humboldt",2020,JUNE,1213
Humboldt Park,2020,JUNE,1815
Sulzer Regional Library,2020,JUNE,14566
Blackstone,2020,JUNE,4583
North Austin,2020,JUNE,410
West Town,2020,JUNE,2582
Budlong Woods,2020,JUNE,3109
Lincoln Park,2020,JUNE,6265
West Englewood,2020,JUNE,191
Archer Heights,2020,JUNE,1398
Hegewisch,2020,JUNE,602
Independence,2020,JUNE,3919
Lozano,2020,JUNE,1142
South Shore,2020,JUNE,643
Chinatown,2020,JUNE,2783
Douglass,2020,JUNE,235
Logan Square,2020,JUNE,4824
Roden,2020,JUNE,3236
Galewood-Mont Clare,2020,JUNE,0
West Belmont,2020,JUNE,1249
Bucktown-Wicker Park,2020,JUNE,4494
North Pulaski,2020,JUNE,722
McKinley Park,2020,JUNE,2296
Downloadable Media,2020,JUNE,215588
West Pullman,2020,JUNE,344
