BRANCH,year,month,circulation_num
"Whitney M. Young, Jr.",2019,AUGUST,1914
Woodson Regional Library,2019,AUGUST,4966
Wrightwood-Ashburn,2019,AUGUST,1631
Downloadable Media,2019,AUGUST,163365
Online Renewals,2019,AUGUST,340238
Itivia Renewals,2019,AUGUST,3525
"Whitney M. Young, Jr.",2020,AUGUST,767
Auto-Renewals,2020,AUGUST,611469
Walker,2020,AUGUST,875
Albany Park,2020,AUGUST,5095
Avalon,2020,AUGUST,1349
Brainerd,2020,AUGUST,382
Oriole Park,2020,AUGUST,3772
Little Italy,2020,AUGUST,3816
Edgebrook,2020,AUGUST,7083
Kelly,2020,AUGUST,365
Edgewater,2020,AUGUST,9833
Near North,2020,AUGUST,8014
Canaryville,2020,AUGUST,0
"Daley, Richard J.- Bridgeport",2020,AUGUST,3545
Manning,2020,AUGUST,0
Portage-Cragin,2020,AUGUST,3544
Greater Grand Crossing,2020,AUGUST,509
Scottsdale,2020,AUGUST,1051
Altgeld,2020,AUGUST,0
West Lawn,2020,AUGUST,1345
Back of the Yards,2020,AUGUST,818
Rogers Park,2020,AUGUST,7083
Garfield Ridge,2020,AUGUST,2813
King,2020,AUGUST,872
Water Works,2020,AUGUST,0
"Daley, Richard M.- W Humboldt",2020,AUGUST,1656
Humboldt Park,2020,AUGUST,3186
Sulzer Regional Library,2020,AUGUST,22163
Blackstone,2020,AUGUST,5951
North Austin,2020,AUGUST,703
West Town,2020,AUGUST,3382
Budlong Woods,2020,AUGUST,5578
Lincoln Park,2020,AUGUST,8792
West Englewood,2020,AUGUST,347
Archer Heights,2020,AUGUST,2103
Hegewisch,2020,AUGUST,1113
Independence,2020,AUGUST,5913
Lozano,2020,AUGUST,2201
South Shore,2020,AUGUST,876
Chinatown,2020,AUGUST,3788
Douglass,2020,AUGUST,311
Logan Square,2020,AUGUST,8789
Roden,2020,AUGUST,2779
Galewood-Mont Clare,2020,AUGUST,0
West Belmont,2020,AUGUST,2957
Bucktown-Wicker Park,2020,AUGUST,7265
North Pulaski,2020,AUGUST,999
McKinley Park,2020,AUGUST,2914
Downloadable Media,2020,AUGUST,209803
West Pullman,2020,AUGUST,790
Beverly,2020,AUGUST,2817
Legler Regional,2020,AUGUST,0
Toman,2020,AUGUST,1602
Austin,2020,AUGUST,920
Wrightwood-Ashburn,2020,AUGUST,674
Jefferson Park,2020,AUGUST,3099
Mayfair,2020,AUGUST,2419
South Chicago,2020,AUGUST,709
Clearing,2020,AUGUST,1626
Merlo,2020,AUGUST,6722
Uptown,2020,AUGUST,5730
Chicago Lawn,2020,AUGUST,1641
Harold Washington Library Center,2020,AUGUST,23210
Brighton Park,2020,AUGUST,1969
West Chicago Avenue,2020,AUGUST,284
Little Village,2020,AUGUST,1347
Lincoln Belmont,2020,AUGUST,9744
Gage Park,2020,AUGUST,0
Northtown,2020,AUGUST,10285
Dunning,2020,AUGUST,3218
Bezazian,2020,AUGUST,6339
West Loop,2020,AUGUST,3858
Pullman,2020,AUGUST,249
Patron Initiated renewals (automated phone),2020,AUGUST,1288
Jeffery Manor,2020,AUGUST,381
Hall,2020,AUGUST,823
Mount Greenwood,2020,AUGUST,3308
Coleman,2020,AUGUST,1061
Austin-Irving,2020,AUGUST,5898
Woodson Regional Library,2020,AUGUST,2011
Thurgood Marshall,2020,AUGUST,807
Chicago Bee,2020,AUGUST,588
Vodak-East Side,2020,AUGUST,1454
Sherman Park,2020,AUGUST,223
Patron Initiated renewals (online),2020,AUGUST,38909
Walker,2021,AUGUST,914
Albany Park,2021,AUGUST,5675
Avalon,2021,AUGUST,1432
Brainerd,2021,AUGUST,280
Oriole Park,2021,AUGUST,4719
Little Italy,2021,AUGUST,4461
Edgebrook,2021,AUGUST,7082
Kelly,2021,AUGUST,533
Edgewater,2021,AUGUST,10854
Near North,2021,AUGUST,7284
Canaryville,2021,AUGUST,869
"Daley, Richard J.- Bridgeport",2021,AUGUST,864
Manning,2021,AUGUST,7
Portage-Cragin,2021,AUGUST,3481
"Whitney M. Young, Jr.",2021,AUGUST,843
Greater Grand Crossing,2021,AUGUST,0
Auto-Renewals,2021,AUGUST,513804
Scottsdale,2021,AUGUST,1222
Altgeld,2021,AUGUST,248
West Lawn,2021,AUGUST,0
Back of the Yards,2021,AUGUST,1179
Rogers Park,2021,AUGUST,6453
Garfield Ridge,2021,AUGUST,2723
King,2021,AUGUST,1029
Water Works,2021,AUGUST,1561
"Daley, Richard M.- W Humboldt",2021,AUGUST,1335
Humboldt Park,2021,AUGUST,2893
Sulzer Regional Library,2021,AUGUST,24156
Blackstone,2021,AUGUST,7423
North Austin,2021,AUGUST,647
West Town,2021,AUGUST,4217
Budlong Woods,2021,AUGUST,6571
Lincoln Park,2021,AUGUST,10048
West Englewood,2021,AUGUST,310
Archer Heights,2021,AUGUST,2538
Hegewisch,2021,AUGUST,1049
Independence,2021,AUGUST,6559
Lozano,2021,AUGUST,2355
South Shore,2021,AUGUST,1038
Chinatown,2021,AUGUST,5269
Douglass,2021,AUGUST,410
Logan Square,2021,AUGUST,9227
Roden,2021,AUGUST,4548
Galewood-Mont Clare,2021,AUGUST,0
West Belmont,2021,AUGUST,3186
Bucktown-Wicker Park,2021,AUGUST,7335
North Pulaski,2021,AUGUST,1017
McKinley Park,2021,AUGUST,3733
Downloadable Media,2021,AUGUST,198273
West Pullman,2021,AUGUST,682
Beverly,2021,AUGUST,3196
Legler Regional,2021,AUGUST,566
Toman,2021,AUGUST,1829
Austin,2021,AUGUST,512
Wrightwood-Ashburn,2021,AUGUST,746
Jefferson Park,2021,AUGUST,5385
Mayfair,2021,AUGUST,2504
South Chicago,2021,AUGUST,963
Clearing,2021,AUGUST,1754
Merlo,2021,AUGUST,8334
Uptown,2021,AUGUST,5643
Chicago Lawn,2021,AUGUST,1634
Harold Washington Library Center,2021,AUGUST,24348
Brighton Park,2021,AUGUST,1551
West Chicago Avenue,2021,AUGUST,270
Little Village,2021,AUGUST,1318
Lincoln Belmont,2021,AUGUST,11427
Gage Park,2021,AUGUST,545
Northtown,2021,AUGUST,9839
Dunning,2021,AUGUST,3373
Bezazian,2021,AUGUST,5696
West Loop,2021,AUGUST,4126
Pullman,2021,AUGUST,357
Patron Initiated renewals (automated phone),2021,AUGUST,1124
Jeffery Manor,2021,AUGUST,326
Hall,2021,AUGUST,691
Mount Greenwood,2021,AUGUST,3663
Coleman,2021,AUGUST,1110
Austin-Irving,2021,AUGUST,5749
Woodson Regional Library,2021,AUGUST,2056
Thurgood Marshall,2021,AUGUST,753
Chicago Bee,2021,AUGUST,726
Vodak-East Side,2021,AUGUST,1603
Sherman Park,2021,AUGUST,253
Patron Initiated renewals (online),2021,AUGUST,27596
West Chicago Avenue,2022,AUGUST,524
"Whitney M. Young, Jr.",2022,AUGUST,713
Downloadable Media,2022,AUGUST,242096
Woodson Regional Library,2022,AUGUST,1960
Beverly,2022,AUGUST,3149
Archer Heights,2022,AUGUST,2377
Manning,2022,AUGUST,1218
Blackstone,2022,AUGUST,6970
Portage-Cragin,2022,AUGUST,3966
West Belmont,2022,AUGUST,3309
Avalon,2022,AUGUST,1587
Edgewater,2022,AUGUST,10531
South Shore,2022,AUGUST,1035
Legler Regional,2022,AUGUST,695
Hall,2022,AUGUST,783
Back of the Yards,2022,AUGUST,1232
Vodak-East Side,2022,AUGUST,2191
Mayfair,2022,AUGUST,2729
Auto-Renewals,2022,AUGUST,555741
Dunning,2022,AUGUST,3797
West Pullman,2022,AUGUST,720
Jefferson Park,2022,AUGUST,5309
Sherman Park,2022,AUGUST,260
Altgeld,2022,AUGUST,229
North Austin,2022,AUGUST,572
Little Village,2022,AUGUST,1619
Near North,2022,AUGUST,3514
Water Works,2022,AUGUST,3739
Uptown,2022,AUGUST,5789
Patron Initiated renewals (automated phone),2022,AUGUST,625
Bucktown-Wicker Park,2022,AUGUST,8883
Jeffery Manor,2022,AUGUST,524
Albany Park,2022,AUGUST,5697
West Englewood,2022,AUGUST,414
Northtown,2022,AUGUST,9052
West Lawn,2022,AUGUST,1829
King,2022,AUGUST,999
"Daley, Richard M.- W Humboldt",2022,AUGUST,1414
Lozano,2022,AUGUST,2323
Merlo,2022,AUGUST,9546
Little Italy,2022,AUGUST,3872
Canaryville,2022,AUGUST,670
Independence,2022,AUGUST,6657
Austin,2022,AUGUST,573
Scottsdale,2022,AUGUST,1250
Lincoln Belmont,2022,AUGUST,10899
Walker,2022,AUGUST,1131
North Pulaski,2022,AUGUST,1207
Logan Square,2022,AUGUST,10297
Austin-Irving,2022,AUGUST,5834
Pullman,2022,AUGUST,363
Wrightwood-Ashburn,2022,AUGUST,860
Budlong Woods,2022,AUGUST,6344
Chicago Lawn,2022,AUGUST,1349
Talking Book and Braille downloadable,2022,AUGUST,2036
Coleman,2022,AUGUST,981
Humboldt Park,2022,AUGUST,3917
Douglass,2022,AUGUST,360
Clearing,2022,AUGUST,1970
Edgebrook,2022,AUGUST,7818
Roden,2022,AUGUST,5214
Harold Washington Library Center,2022,AUGUST,26029
Oriole Park,2022,AUGUST,5655
Garfield Ridge,2022,AUGUST,3433
Patron Initiated renewals (online),2022,AUGUST,26793
Gage Park,2022,AUGUST,761
Hegewisch,2022,AUGUST,406
Lincoln Park,2022,AUGUST,12795
Greater Grand Crossing,2022,AUGUST,538
McKinley Park,2022,AUGUST,3239
"Daley, Richard J.- Bridgeport",2022,AUGUST,3739
West Loop,2022,AUGUST,4655
Bezazian,2022,AUGUST,6817
Toman,2022,AUGUST,2389
Thurgood Marshall,2022,AUGUST,921
Sulzer Regional Library,2022,AUGUST,26071
Rogers Park,2022,AUGUST,6638
Galewood-Mont Clare,2022,AUGUST,0
Kelly,2022,AUGUST,511
West Town,2022,AUGUST,4700
Mount Greenwood,2022,AUGUST,4703
Chinatown,2022,AUGUST,5362
Brainerd,2022,AUGUST,373
Brighton Park,2022,AUGUST,1512
South Chicago,2022,AUGUST,883
Chicago Bee,2022,AUGUST,770
Walker,2023,AUGUST,1405
Albany Park,2023,AUGUST,5226
Avalon,2023,AUGUST,1327
Brainerd,2023,AUGUST,272
Oriole Park,2023,AUGUST,5196
Little Italy,2023,AUGUST,3565
Edgebrook,2023,AUGUST,6743
Kelly,2023,AUGUST,315
Edgewater,2023,AUGUST,10923
Near North,2023,AUGUST,7002
Canaryville,2023,AUGUST,744
"Daley, Richard J.- Bridgeport",2023,AUGUST,3684
Manning,2023,AUGUST,1099
Portage-Cragin,2023,AUGUST,3855
"Whitney M. Young, Jr.",2023,AUGUST,916
Greater Grand Crossing,2023,AUGUST,360
Auto-Renewals,2023,AUGUST,574882
Scottsdale,2023,AUGUST,1018
Altgeld,2023,AUGUST,99
West Lawn,2023,AUGUST,1849
Back of the Yards,2023,AUGUST,964
Rogers Park,2023,AUGUST,7283
Talking Book and Braille downloadable,2023,AUGUST,3534
Garfield Ridge,2023,AUGUST,3105
King,2023,AUGUST,1045
Water Works,2023,AUGUST,3229
Downloadable Media,2023,AUGUST,290035
"Daley, Richard M.- W Humboldt",2023,AUGUST,1154
Humboldt Park,2023,AUGUST,3845
Sulzer Regional Library,2023,AUGUST,26168
Blackstone,2023,AUGUST,7019
North Austin,2023,AUGUST,510
West Town,2023,AUGUST,5137
Budlong Woods,2023,AUGUST,6081
Lincoln Park,2023,AUGUST,11967
West Englewood,2023,AUGUST,338
Archer Heights,2023,AUGUST,1883
Hegewisch,2023,AUGUST,1063
Independence,2023,AUGUST,6235
Lozano,2023,AUGUST,2063
South Shore,2023,AUGUST,1095
Chinatown,2023,AUGUST,4014
Douglass,2023,AUGUST,749
Logan Square,2023,AUGUST,10974
Roden,2023,AUGUST,4802
Galewood-Mont Clare,2023,AUGUST,0
West Belmont,2023,AUGUST,3722
Bucktown-Wicker Park,2023,AUGUST,8490
North Pulaski,2023,AUGUST,1343
McKinley Park,2023,AUGUST,2954
West Pullman,2023,AUGUST,690
Beverly,2023,AUGUST,3263
Legler Regional,2023,AUGUST,0
Toman,2023,AUGUST,1645
Austin,2023,AUGUST,639
Wrightwood-Ashburn,2023,AUGUST,758
Jefferson Park,2023,AUGUST,7254
Mayfair,2023,AUGUST,2673
South Chicago,2023,AUGUST,733
Clearing,2023,AUGUST,1631
Merlo,2023,AUGUST,8843
Uptown,2023,AUGUST,6417
Chicago Lawn,2023,AUGUST,1272
Harold Washington Library Center,2023,AUGUST,23651
Brighton Park,2023,AUGUST,1592
West Chicago Avenue,2023,AUGUST,467
Little Village,2023,AUGUST,1336
Lincoln Belmont,2023,AUGUST,11430
Gage Park,2023,AUGUST,732
Northtown,2023,AUGUST,7980
Dunning,2023,AUGUST,4148
Bezazian,2023,AUGUST,6435
West Loop,2023,AUGUST,4737
Pullman,2023,AUGUST,393
Patron Initiated renewals (automated phone),2023,AUGUST,703
Jeffery Manor,2023,AUGUST,549
Hall,2023,AUGUST,854
Mount Greenwood,2023,AUGUST,3586
Coleman,2023,AUGUST,1348
Austin-Irving,2023,AUGUST,685
Woodson Regional Library,2023,AUGUST,1903
Thurgood Marshall,2023,AUGUST,668
Chicago Bee,2023,AUGUST,733
Vodak-East Side,2023,AUGUST,1699
Sherman Park,2023,AUGUST,301
Patron Initiated renewals (online),2023,AUGUST,26667
Albany Park,2019,SEPTEMBER,7053
Altgeld,2019,SEPTEMBER,234
Archer Heights,2019,SEPTEMBER,4537
Austin,2019,SEPTEMBER,1193
Austin-Irving,2019,SEPTEMBER,9379
Avalon,2019,SEPTEMBER,2910
Back of the Yards,2019,SEPTEMBER,1820
Beverly,2019,SEPTEMBER,4013
Bezazian,2019,SEPTEMBER,8064
Blackstone,2019,SEPTEMBER,7941
Brainerd,2019,SEPTEMBER,897
Brighton Park,2019,SEPTEMBER,3786
Bucktown-Wicker Park,2019,SEPTEMBER,9277
Budlong Woods,2019,SEPTEMBER,7203
Canaryville,2019,SEPTEMBER,1612
Chicago Bee,2019,SEPTEMBER,970
Chicago Lawn,2019,SEPTEMBER,2381
Chinatown,2019,SEPTEMBER,7789
Clearing,2019,SEPTEMBER,2594
Coleman,2019,SEPTEMBER,26
"Daley, Richard J.",2019,SEPTEMBER,4696
"Daley, Richard M.",2019,SEPTEMBER,2753
Douglass,2019,SEPTEMBER,0
Dunning,2019,SEPTEMBER,4261
Edgebrook,2019,SEPTEMBER,8092
Edgewater,2019,SEPTEMBER,13737
Gage Park,2019,SEPTEMBER,1117
Galewood-Mont Clare,2019,SEPTEMBER,923
Garfield Ridge,2019,SEPTEMBER,3661
Greater Grand Crossing,2019,SEPTEMBER,1984
Hall,2019,SEPTEMBER,1837
HAROLD WASHINGTON LIBRARY CENTER,2019,SEPTEMBER,48078
Hegewisch,2019,SEPTEMBER,1340
Humboldt Park,2019,SEPTEMBER,4473
Independence,2019,SEPTEMBER,7103
Jefferson Park,2019,SEPTEMBER,0
Jeffery Manor,2019,SEPTEMBER,927
Kelly,2019,SEPTEMBER,932
King,2019,SEPTEMBER,1891
Legler Regional,2019,SEPTEMBER,1045
Lincoln Belmont,2019,SEPTEMBER,13504
Lincoln Park,2019,SEPTEMBER,11161
Little Italy,2019,SEPTEMBER,4983
Little Village,2019,SEPTEMBER,3385
Logan Square,2019,SEPTEMBER,10834
Lozano,2019,SEPTEMBER,3516
Manning,2019,SEPTEMBER,1877
Mayfair,2019,SEPTEMBER,3873
McKinley Park,2019,SEPTEMBER,4969
Merlo,2019,SEPTEMBER,0
Mount Greenwood,2019,SEPTEMBER,4309
Near North,2019,SEPTEMBER,8051
North Austin,2019,SEPTEMBER,1161
North Pulaski,2019,SEPTEMBER,2097
Northtown,2019,SEPTEMBER,9765
Oriole Park,2019,SEPTEMBER,4985
Portage-Cragin,2019,SEPTEMBER,5101
Pullman,2019,SEPTEMBER,1067
Roden,2019,SEPTEMBER,5813
Rogers Park,2019,SEPTEMBER,8841
Scottsdale,2019,SEPTEMBER,1530
Sherman Park,2019,SEPTEMBER,548
South Chicago,2019,SEPTEMBER,1641
South Shore,2019,SEPTEMBER,0
Sulzer Regional Library,2019,SEPTEMBER,29364
Thurgood Marshall,2019,SEPTEMBER,1595
Toman,2019,SEPTEMBER,4213
Uptown,2019,SEPTEMBER,7843
Vodak-East Side,2019,SEPTEMBER,2293
Walker,2019,SEPTEMBER,1597
Water Works,2019,SEPTEMBER,5057
West Belmont,2019,SEPTEMBER,5137
West Chicago Avenue,2019,SEPTEMBER,802
West Englewood,2019,SEPTEMBER,1227
West Lawn,2019,SEPTEMBER,2919
West Loop,2019,SEPTEMBER,5124
West Pullman,2019,SEPTEMBER,1673
West Town,2019,SEPTEMBER,5001
"Whitney M. Young, Jr.",2019,SEPTEMBER,1861
Woodson Regional Library,2019,SEPTEMBER,5118
Wrightwood-Ashburn,2019,SEPTEMBER,1552
Downloadable Media,2019,SEPTEMBER,155047
Online Renewals,2019,SEPTEMBER,412119
Itivia Renewals,2019,SEPTEMBER,3048
"Whitney M. Young, Jr.",2020,SEPTEMBER,867
Auto-Renewals,2020,SEPTEMBER,748206
Walker,2020,SEPTEMBER,889
Albany Park,2020,SEPTEMBER,4810
Avalon,2020,SEPTEMBER,1543
Brainerd,2020,SEPTEMBER,364
Oriole Park,2020,SEPTEMBER,4188
Little Italy,2020,SEPTEMBER,3728
Edgebrook,2020,SEPTEMBER,6899
Kelly,2020,SEPTEMBER,317
Edgewater,2020,SEPTEMBER,9739
Near North,2020,SEPTEMBER,8163
Canaryville,2020,SEPTEMBER,0
"Daley, Richard J.- Bridgeport",2020,SEPTEMBER,3804
Manning,2020,SEPTEMBER,0
Portage-Cragin,2020,SEPTEMBER,3445
Greater Grand Crossing,2020,SEPTEMBER,592
Scottsdale,2020,SEPTEMBER,1013
Altgeld,2020,SEPTEMBER,23
West Lawn,2020,SEPTEMBER,1617
Back of the Yards,2020,SEPTEMBER,1087
Rogers Park,2020,SEPTEMBER,7252
Garfield Ridge,2020,SEPTEMBER,2934
King,2020,SEPTEMBER,960
Water Works,2020,SEPTEMBER,0
"Daley, Richard M.- W Humboldt",2020,SEPTEMBER,1598
Humboldt Park,2020,SEPTEMBER,3462
Sulzer Regional Library,2020,SEPTEMBER,22489
Blackstone,2020,SEPTEMBER,6350
North Austin,2020,SEPTEMBER,796
West Town,2020,SEPTEMBER,3452
Budlong Woods,2020,SEPTEMBER,5659
Lincoln Park,2020,SEPTEMBER,8753
West Englewood,2020,SEPTEMBER,369
Archer Heights,2020,SEPTEMBER,2194
Hegewisch,2020,SEPTEMBER,1195
Independence,2020,SEPTEMBER,5559
Lozano,2020,SEPTEMBER,2296
South Shore,2020,SEPTEMBER,977
Chinatown,2020,SEPTEMBER,3891
Douglass,2020,SEPTEMBER,418
Logan Square,2020,SEPTEMBER,7514
Roden,2020,SEPTEMBER,3830
Galewood-Mont Clare,2020,SEPTEMBER,0
West Belmont,2020,SEPTEMBER,3032
Bucktown-Wicker Park,2020,SEPTEMBER,7067
North Pulaski,2020,SEPTEMBER,1102
McKinley Park,2020,SEPTEMBER,2705
Downloadable Media,2020,SEPTEMBER,202049
West Pullman,2020,SEPTEMBER,842
Beverly,2020,SEPTEMBER,2940
Legler Regional,2020,SEPTEMBER,0
Toman,2020,SEPTEMBER,1921
Austin,2020,SEPTEMBER,944
Wrightwood-Ashburn,2020,SEPTEMBER,760
Jefferson Park,2020,SEPTEMBER,3574
Mayfair,2020,SEPTEMBER,2662
South Chicago,2020,SEPTEMBER,790
Clearing,2020,SEPTEMBER,1866
Merlo,2020,SEPTEMBER,7177
Uptown,2020,SEPTEMBER,5915
Chicago Lawn,2020,SEPTEMBER,1278
Harold Washington Library Center,2020,SEPTEMBER,24061
Brighton Park,2020,SEPTEMBER,1859
West Chicago Avenue,2020,SEPTEMBER,298
Little Village,2020,SEPTEMBER,1602
Lincoln Belmont,2020,SEPTEMBER,10462
Gage Park,2020,SEPTEMBER,0
Northtown,2020,SEPTEMBER,9867
Dunning,2020,SEPTEMBER,2786
Bezazian,2020,SEPTEMBER,6441
West Loop,2020,SEPTEMBER,3322
Pullman,2020,SEPTEMBER,16
Patron Initiated renewals (automated phone),2020,SEPTEMBER,938
Jeffery Manor,2020,SEPTEMBER,373
Hall,2020,SEPTEMBER,903
Mount Greenwood,2020,SEPTEMBER,3425
Coleman,2020,SEPTEMBER,1015
Austin-Irving,2020,SEPTEMBER,6365
Woodson Regional Library,2020,SEPTEMBER,2187
Thurgood Marshall,2020,SEPTEMBER,1008
Chicago Bee,2020,SEPTEMBER,750
Vodak-East Side,2020,SEPTEMBER,1246
Sherman Park,2020,SEPTEMBER,209
Patron Initiated renewals (online),2020,SEPTEMBER,37949
Walker,2021,SEPTEMBER,880
Albany Park,2021,SEPTEMBER,5603
Avalon,2021,SEPTEMBER,1589
Brainerd,2021,SEPTEMBER,277
Oriole Park,2021,SEPTEMBER,4630
Little Italy,2021,SEPTEMBER,3842
Edgebrook,2021,SEPTEMBER,6354
Kelly,2021,SEPTEMBER,399
Edgewater,2021,SEPTEMBER,10376
Near North,2021,SEPTEMBER,6777
Canaryville,2021,SEPTEMBER,1042
"Daley, Richard J.- Bridgeport",2021,SEPTEMBER,0
Manning,2021,SEPTEMBER,171
Portage-Cragin,2021,SEPTEMBER,3766
"Whitney M. Young, Jr.",2021,SEPTEMBER,936
Greater Grand Crossing,2021,SEPTEMBER,377
Auto-Renewals,2021,SEPTEMBER,479910
Scottsdale,2021,SEPTEMBER,1274
Altgeld,2021,SEPTEMBER,171
West Lawn,2021,SEPTEMBER,0
Back of the Yards,2021,SEPTEMBER,1073
Rogers Park,2021,SEPTEMBER,6383
Garfield Ridge,2021,SEPTEMBER,2893
King,2021,SEPTEMBER,1217
Water Works,2021,SEPTEMBER,1825
"Daley, Richard M.- W Humboldt",2021,SEPTEMBER,1221
Humboldt Park,2021,SEPTEMBER,3263
Sulzer Regional Library,2021,SEPTEMBER,23213
Blackstone,2021,SEPTEMBER,6576
North Austin,2021,SEPTEMBER,564
West Town,2021,SEPTEMBER,4401
Budlong Woods,2021,SEPTEMBER,5725
Lincoln Park,2021,SEPTEMBER,9936
West Englewood,2021,SEPTEMBER,345
Archer Heights,2021,SEPTEMBER,2395
Hegewisch,2021,SEPTEMBER,1080
Independence,2021,SEPTEMBER,5961
Lozano,2021,SEPTEMBER,2314
South Shore,2021,SEPTEMBER,975
Chinatown,2021,SEPTEMBER,5466
Douglass,2021,SEPTEMBER,543
Logan Square,2021,SEPTEMBER,9132
Roden,2021,SEPTEMBER,3874
Galewood-Mont Clare,2021,SEPTEMBER,0
West Belmont,2021,SEPTEMBER,3356
Bucktown-Wicker Park,2021,SEPTEMBER,7450
North Pulaski,2021,SEPTEMBER,1025
McKinley Park,2021,SEPTEMBER,4041
Downloadable Media,2021,SEPTEMBER,180638
West Pullman,2021,SEPTEMBER,637
Beverly,2021,SEPTEMBER,3080
Legler Regional,2021,SEPTEMBER,435
Toman,2021,SEPTEMBER,2640
Austin,2021,SEPTEMBER,625
Wrightwood-Ashburn,2021,SEPTEMBER,740
Jefferson Park,2021,SEPTEMBER,4925
Mayfair,2021,SEPTEMBER,2627
South Chicago,2021,SEPTEMBER,861
Clearing,2021,SEPTEMBER,1714
Merlo,2021,SEPTEMBER,8640
Uptown,2021,SEPTEMBER,5797
Chicago Lawn,2021,SEPTEMBER,1509
Harold Washington Library Center,2021,SEPTEMBER,24256
Brighton Park,2021,SEPTEMBER,200
West Chicago Avenue,2021,SEPTEMBER,337
Little Village,2021,SEPTEMBER,1478
Lincoln Belmont,2021,SEPTEMBER,10767
Gage Park,2021,SEPTEMBER,423
Northtown,2021,SEPTEMBER,8712
Dunning,2021,SEPTEMBER,3073
Bezazian,2021,SEPTEMBER,5540
West Loop,2021,SEPTEMBER,3823
Pullman,2021,SEPTEMBER,324
Patron Initiated renewals (automated phone),2021,SEPTEMBER,1091
Jeffery Manor,2021,SEPTEMBER,348
Hall,2021,SEPTEMBER,671
Mount Greenwood,2021,SEPTEMBER,3176
Coleman,2021,SEPTEMBER,1147
Austin-Irving,2021,SEPTEMBER,5311
Woodson Regional Library,2021,SEPTEMBER,2173
Thurgood Marshall,2021,SEPTEMBER,771
Chicago Bee,2021,SEPTEMBER,777
Vodak-East Side,2021,SEPTEMBER,1818
Sherman Park,2021,SEPTEMBER,189
Patron Initiated renewals (online),2021,SEPTEMBER,26360
West Chicago Avenue,2022,SEPTEMBER,515
"Whitney M. Young, Jr.",2022,SEPTEMBER,660
Downloadable Media,2022,SEPTEMBER,226457
Woodson Regional Library,2022,SEPTEMBER,2021
Beverly,2022,SEPTEMBER,3069
Archer Heights,2022,SEPTEMBER,2259
Manning,2022,SEPTEMBER,1080
Blackstone,2022,SEPTEMBER,6616
Portage-Cragin,2022,SEPTEMBER,3318
West Belmont,2022,SEPTEMBER,2879
Avalon,2022,SEPTEMBER,1246
Edgewater,2022,SEPTEMBER,9957
South Shore,2022,SEPTEMBER,747
Legler Regional,2022,SEPTEMBER,557
Hall,2022,SEPTEMBER,714
Back of the Yards,2022,SEPTEMBER,959
Vodak-East Side,2022,SEPTEMBER,2381
Mayfair,2022,SEPTEMBER,2599
Auto-Renewals,2022,SEPTEMBER,516317
Dunning,2022,SEPTEMBER,3308
West Pullman,2022,SEPTEMBER,900
Jefferson Park,2022,SEPTEMBER,4772
Sherman Park,2022,SEPTEMBER,301
Altgeld,2022,SEPTEMBER,314
North Austin,2022,SEPTEMBER,661
Little Village,2022,SEPTEMBER,1710
Near North,2022,SEPTEMBER,5555
Water Works,2022,SEPTEMBER,2926
Uptown,2022,SEPTEMBER,5401
Patron Initiated renewals (automated phone),2022,SEPTEMBER,523
Bucktown-Wicker Park,2022,SEPTEMBER,8856
Jeffery Manor,2022,SEPTEMBER,422
Albany Park,2022,SEPTEMBER,5316
West Englewood,2022,SEPTEMBER,270
Northtown,2022,SEPTEMBER,7637
West Lawn,2022,SEPTEMBER,2172
King,2022,SEPTEMBER,1021
"Daley, Richard M.- W Humboldt",2022,SEPTEMBER,1262
Lozano,2022,SEPTEMBER,1955
Merlo,2022,SEPTEMBER,8775
Little Italy,2022,SEPTEMBER,3754
Canaryville,2022,SEPTEMBER,674
Independence,2022,SEPTEMBER,6072
Austin,2022,SEPTEMBER,747
Scottsdale,2022,SEPTEMBER,1089
Lincoln Belmont,2022,SEPTEMBER,10538
Walker,2022,SEPTEMBER,1295
North Pulaski,2022,SEPTEMBER,1078
Logan Square,2022,SEPTEMBER,9903
Austin-Irving,2022,SEPTEMBER,5419
Pullman,2022,SEPTEMBER,350
Wrightwood-Ashburn,2022,SEPTEMBER,766
Budlong Woods,2022,SEPTEMBER,5669
Chicago Lawn,2022,SEPTEMBER,1353
Talking Book and Braille downloadable,2022,SEPTEMBER,1863
Coleman,2022,SEPTEMBER,954
Humboldt Park,2022,SEPTEMBER,3635
Douglass,2022,SEPTEMBER,378
Clearing,2022,SEPTEMBER,1733
Edgebrook,2022,SEPTEMBER,6225
Roden,2022,SEPTEMBER,4367
Harold Washington Library Center,2022,SEPTEMBER,22770
Oriole Park,2022,SEPTEMBER,5294
Garfield Ridge,2022,SEPTEMBER,3122
Patron Initiated renewals (online),2022,SEPTEMBER,24572
Gage Park,2022,SEPTEMBER,494
Hegewisch,2022,SEPTEMBER,162
Lincoln Park,2022,SEPTEMBER,11304
Greater Grand Crossing,2022,SEPTEMBER,436
McKinley Park,2022,SEPTEMBER,3007
"Daley, Richard J.- Bridgeport",2022,SEPTEMBER,3444
West Loop,2022,SEPTEMBER,4769
Bezazian,2022,SEPTEMBER,6194
Toman,2022,SEPTEMBER,2178
Thurgood Marshall,2022,SEPTEMBER,900
Sulzer Regional Library,2022,SEPTEMBER,24423
Rogers Park,2022,SEPTEMBER,6443
Galewood-Mont Clare,2022,SEPTEMBER,0
Kelly,2022,SEPTEMBER,638
West Town,2022,SEPTEMBER,4107
