CRASH_RECORD_ID,by_year_crash_date,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,ROAD_DEFECT
17,01/01/2019 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,"RUT, HOLES"
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,OTHER
5,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
2,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,NO DEFECTS
37,01/01/2023 12:00:00 AM,YIELD,UNKNOWN,NO DEFECTS
10,01/01/2022 12:00:00 AM,SCHOOL ZONE,UNKNOWN,UNKNOWN
4,01/01/2021 12:00:00 AM,SCHOOL ZONE,FUNCTIONING PROPERLY,NO DEFECTS
3,01/01/2019 12:00:00 AM,OTHER,UNKNOWN,OTHER
1003,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2019 12:00:00 AM,PEDESTRIAN CROSSING SIGN,OTHER,UNKNOWN
1,01/01/2023 12:00:00 AM,NO CONTROLS,UNKNOWN,WORN SURFACE
15,01/01/2020 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2022 12:00:00 AM,NO CONTROLS,UNKNOWN,WORN SURFACE
47,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,"RUT, HOLES"
7,01/01/2023 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,UNKNOWN
9,01/01/2019 12:00:00 AM,YIELD,UNKNOWN,NO DEFECTS
1,01/01/2023 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,WORN SURFACE
28,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,WORN SURFACE
56,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,NO DEFECTS
54,01/01/2020 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,NO DEFECTS
5,01/01/2022 12:00:00 AM,OTHER,FUNCTIONING IMPROPERLY,NO DEFECTS
67,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,OTHER,UNKNOWN
3,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,OTHER,WORN SURFACE
2,01/01/2019 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,OTHER
7,01/01/2019 12:00:00 AM,YIELD,NO CONTROLS,UNKNOWN
2,01/01/2019 12:00:00 AM,NO CONTROLS,MISSING,OTHER
11,01/01/2019 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER RAILROAD CROSSING,OTHER,NO DEFECTS
1,01/01/2019 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,WORN SURFACE
1,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,OTHER
6,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2023 12:00:00 AM,RR CROSSING SIGN,UNKNOWN,NO DEFECTS
12,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,UNKNOWN
58,01/01/2022 12:00:00 AM,YIELD,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,WORN SURFACE
113,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,WORN SURFACE
2,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,DEBRIS ON ROADWAY
55652,01/01/2019 12:00:00 AM,NO CONTROLS,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,LANE USE MARKING,FUNCTIONING IMPROPERLY,OTHER
349,01/01/2019 12:00:00 AM,NO CONTROLS,NO CONTROLS,OTHER
3,01/01/2023 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,NO DEFECTS
5683,01/01/2023 12:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN
525,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,NO DEFECTS
1055,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,NO DEFECTS
52,01/01/2019 12:00:00 AM,YIELD,NO CONTROLS,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,"RUT, HOLES"
7,01/01/2023 12:00:00 AM,SCHOOL ZONE,UNKNOWN,UNKNOWN
125,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,WORN SURFACE
60,01/01/2019 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,OTHER,OTHER
31,01/01/2023 12:00:00 AM,UNKNOWN,UNKNOWN,OTHER
2,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,SHOULDER DEFECT
1,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,OTHER,NO DEFECTS
2,01/01/2021 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,SHOULDER DEFECT
1,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING IMPROPERLY,OTHER
570,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN
4,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,OTHER,NO DEFECTS
5,01/01/2022 12:00:00 AM,PEDESTRIAN CROSSING SIGN,UNKNOWN,UNKNOWN
7,01/01/2021 12:00:00 AM,RR CROSSING SIGN,UNKNOWN,UNKNOWN
1,01/01/2022 12:00:00 AM,UNKNOWN,MISSING,UNKNOWN
160,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN
80,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,NO DEFECTS
199,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,OTHER,NO DEFECTS
1,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,WORN SURFACE
1,01/01/2020 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,NO DEFECTS
348,01/01/2020 12:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN
1,01/01/2021 12:00:00 AM,UNKNOWN,FUNCTIONING IMPROPERLY,UNKNOWN
3,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,UNKNOWN
3,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,MISSING,NO DEFECTS
17,01/01/2022 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
496,01/01/2022 12:00:00 AM,NO CONTROLS,NO CONTROLS,"RUT, HOLES"
65,01/01/2023 12:00:00 AM,YIELD,FUNCTIONING PROPERLY,NO DEFECTS
14,01/01/2022 12:00:00 AM,SCHOOL ZONE,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
1,01/01/2021 12:00:00 AM,RR CROSSING SIGN,NO CONTROLS,OTHER
89,01/01/2019 12:00:00 AM,UNKNOWN,FUNCTIONING PROPERLY,NO DEFECTS
3978,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN
71,01/01/2023 12:00:00 AM,NO CONTROLS,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,UNKNOWN,NO CONTROLS,OTHER
3,01/01/2019 12:00:00 AM,LANE USE MARKING,NO CONTROLS,UNKNOWN
2,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,UNKNOWN,UNKNOWN
1,01/01/2020 12:00:00 AM,YIELD,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,WORN SURFACE
2,01/01/2022 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,OTHER
1,01/01/2020 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,WORN SURFACE
5,01/01/2022 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,NO DEFECTS
2,01/01/2023 12:00:00 AM,POLICE/FLAGMAN,UNKNOWN,UNKNOWN
1,01/01/2022 12:00:00 AM,OTHER RAILROAD CROSSING,UNKNOWN,UNKNOWN
45,01/01/2020 12:00:00 AM,OTHER REG. SIGN,OTHER,NO DEFECTS
1,01/01/2019 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
5,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,OTHER,NO DEFECTS
2,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,OTHER,OTHER
1,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,UNKNOWN
4,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,UNKNOWN,UNKNOWN
4,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,NO DEFECTS
4,01/01/2020 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,UNKNOWN
18,01/01/2019 12:00:00 AM,UNKNOWN,OTHER,NO DEFECTS
11,01/01/2023 12:00:00 AM,NO CONTROLS,OTHER,OTHER
2,01/01/2021 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,"RUT, HOLES"
337,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,NO DEFECTS
1,01/01/2023 12:00:00 AM,UNKNOWN,NO CONTROLS,"RUT, HOLES"
1,01/01/2021 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
28,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
420,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN
1,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,WORN REFLECTIVE MATERIAL,UNKNOWN
1360,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2019 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,NO DEFECTS
1,01/01/2022 12:00:00 AM,RR CROSSING SIGN,UNKNOWN,NO DEFECTS
1,01/01/2020 12:00:00 AM,UNKNOWN,NO CONTROLS,OTHER
2,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,UNKNOWN
96,01/01/2023 12:00:00 AM,OTHER,NO CONTROLS,NO DEFECTS
4,01/01/2020 12:00:00 AM,OTHER,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2022 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,NO DEFECTS
74,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER
1,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,MISSING,SHOULDER DEFECT
3,01/01/2021 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
144,01/01/2019 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,NO DEFECTS
1,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,"RUT, HOLES"
3,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,NO DEFECTS
1,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,SHOULDER DEFECT
42,01/01/2023 12:00:00 AM,NO CONTROLS,NO CONTROLS,DEBRIS ON ROADWAY
20,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
23027,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,NO DEFECTS
76,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,NO DEFECTS
1,01/01/2022 12:00:00 AM,OTHER,UNKNOWN,DEBRIS ON ROADWAY
14,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,UNKNOWN
1,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,WORN SURFACE
4,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,UNKNOWN
39,01/01/2019 12:00:00 AM,NO CONTROLS,OTHER,UNKNOWN
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,SHOULDER DEFECT
99,01/01/2019 12:00:00 AM,LANE USE MARKING,FUNCTIONING PROPERLY,NO DEFECTS
20,01/01/2019 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,NO DEFECTS
46,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,OTHER,UNKNOWN
60,01/01/2022 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,WORN SURFACE
78,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2022 12:00:00 AM,OTHER REG. SIGN,OTHER,OTHER
5,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,OTHER
87,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,WORN SURFACE
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,WORN SURFACE
3192,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
37,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,NO DEFECTS
5,01/01/2019 12:00:00 AM,RR CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
256,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN
2,01/01/2022 12:00:00 AM,SCHOOL ZONE,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,MISSING,NO DEFECTS
1,01/01/2021 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,NOT FUNCTIONING,NO DEFECTS
1,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,WORN REFLECTIVE MATERIAL,OTHER
79,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,NO DEFECTS
1,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,OTHER
36,01/01/2023 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,OTHER,SHOULDER DEFECT
1,01/01/2020 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,DEBRIS ON ROADWAY
3,01/01/2021 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,UNKNOWN
1,01/01/2022 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,OTHER
1349,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN
2,01/01/2019 12:00:00 AM,NO CONTROLS,UNKNOWN,WORN SURFACE
1,01/01/2022 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,OTHER
24,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SHOULDER DEFECT
5,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,WORN REFLECTIVE MATERIAL,NO DEFECTS
63,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,UNKNOWN
45613,01/01/2023 12:00:00 AM,NO CONTROLS,NO CONTROLS,NO DEFECTS
545,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,NO DEFECTS
62,01/01/2019 12:00:00 AM,NO CONTROLS,NO CONTROLS,DEBRIS ON ROADWAY
1,01/01/2022 12:00:00 AM,NO CONTROLS,MISSING,OTHER
37,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,OTHER,UNKNOWN
1,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,WORN SURFACE
7,01/01/2019 12:00:00 AM,LANE USE MARKING,OTHER,NO DEFECTS
31,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,OTHER,NO DEFECTS
1,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,OTHER
4,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,OTHER
231,01/01/2019 12:00:00 AM,OTHER,OTHER,NO DEFECTS
6,01/01/2019 12:00:00 AM,LANE USE MARKING,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2021 12:00:00 AM,NO PASSING,NO CONTROLS,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER,OTHER,DEBRIS ON ROADWAY
1,01/01/2022 12:00:00 AM,DELINEATORS,UNKNOWN,NO DEFECTS
3,01/01/2021 12:00:00 AM,RR CROSSING SIGN,UNKNOWN,NO DEFECTS
77,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,"RUT, HOLES"
1,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,NO CONTROLS,NO DEFECTS
61,01/01/2021 12:00:00 AM,OTHER,OTHER,UNKNOWN
1,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,NOT FUNCTIONING,NO DEFECTS
2,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,OTHER
15,01/01/2021 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,NO DEFECTS
42,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,NO DEFECTS
5,01/01/2020 12:00:00 AM,DELINEATORS,NO CONTROLS,NO DEFECTS
2,01/01/2019 12:00:00 AM,NO CONTROLS,UNKNOWN,SHOULDER DEFECT
1,01/01/2022 12:00:00 AM,OTHER REG. SIGN,WORN REFLECTIVE MATERIAL,WORN SURFACE
126,01/01/2023 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,NO DEFECTS
114,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,BICYCLE CROSSING SIGN,UNKNOWN,NO DEFECTS
1,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,SHOULDER DEFECT
41,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,UNKNOWN
9,01/01/2022 12:00:00 AM,SCHOOL ZONE,OTHER,NO DEFECTS
2,01/01/2022 12:00:00 AM,OTHER RAILROAD CROSSING,NO CONTROLS,UNKNOWN
3,01/01/2022 12:00:00 AM,OTHER REG. SIGN,UNKNOWN,UNKNOWN
11,01/01/2021 12:00:00 AM,RR CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
434,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,NO CONTROLS,OTHER,WORN SURFACE
19,01/01/2021 12:00:00 AM,UNKNOWN,UNKNOWN,"RUT, HOLES"
13,01/01/2023 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,NO DEFECTS
4,01/01/2021 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,NO DEFECTS
9,01/01/2023 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,NO DEFECTS
60,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,"RUT, HOLES"
18,01/01/2023 12:00:00 AM,YIELD,UNKNOWN,UNKNOWN
1,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
30,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER
463,01/01/2019 12:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN
4,01/01/2023 12:00:00 AM,NO PASSING,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,OTHER
3,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,DELINEATORS,UNKNOWN,UNKNOWN
1,01/01/2021 12:00:00 AM,YIELD,OTHER,UNKNOWN
2,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,OTHER,OTHER
44,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,"RUT, HOLES"
1,01/01/2020 12:00:00 AM,OTHER REG. SIGN,UNKNOWN,NO DEFECTS
90,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
1,01/01/2019 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,WORN SURFACE
2390,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,UNKNOWN
12,01/01/2020 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,OTHER
1,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,OTHER
1,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,UNKNOWN,UNKNOWN
3,01/01/2021 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,UNKNOWN
5,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,OTHER
1,01/01/2022 12:00:00 AM,UNKNOWN,NOT FUNCTIONING,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,SCHOOL ZONE,OTHER,NO DEFECTS
3,01/01/2019 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,"RUT, HOLES"
2,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
3,01/01/2023 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,OTHER
15,01/01/2021 12:00:00 AM,OTHER RAILROAD CROSSING,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,MISSING,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
41,01/01/2021 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,WORN SURFACE
1,01/01/2020 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
6,01/01/2020 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER REG. SIGN,OTHER,UNKNOWN
2,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,"RUT, HOLES"
6641,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
2,01/01/2019 12:00:00 AM,OTHER RAILROAD CROSSING,OTHER,NO DEFECTS
2,01/01/2021 12:00:00 AM,DELINEATORS,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,UNKNOWN
11,01/01/2020 12:00:00 AM,OTHER,OTHER,OTHER
1,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,SHOULDER DEFECT
1,01/01/2019 12:00:00 AM,OTHER,NO CONTROLS,SHOULDER DEFECT
966,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN
3,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,MISSING,NO DEFECTS
1,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,OTHER,WORN SURFACE
17,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,WORN SURFACE
2,01/01/2023 12:00:00 AM,BICYCLE CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
29,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SHOULDER DEFECT
4,01/01/2022 12:00:00 AM,SCHOOL ZONE,UNKNOWN,NO DEFECTS
16,01/01/2021 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2023 12:00:00 AM,NO CONTROLS,MISSING,NO DEFECTS
333,01/01/2020 12:00:00 AM,NO CONTROLS,NO CONTROLS,"RUT, HOLES"
10,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2022 12:00:00 AM,NO PASSING,UNKNOWN,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER RAILROAD CROSSING,OTHER,UNKNOWN
4,01/01/2020 12:00:00 AM,NO PASSING,FUNCTIONING PROPERLY,NO DEFECTS
6,01/01/2019 12:00:00 AM,YIELD,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
216,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN
14,01/01/2021 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
1,01/01/2023 12:00:00 AM,YIELD,NO CONTROLS,OTHER
116,01/01/2022 12:00:00 AM,UNKNOWN,NO CONTROLS,NO DEFECTS
6,01/01/2022 12:00:00 AM,NO CONTROLS,UNKNOWN,"RUT, HOLES"
6791,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
1,01/01/2020 12:00:00 AM,UNKNOWN,UNKNOWN,WORN SURFACE
